step,entropy,expected_J,optimality_gap,infeasible_mass
80,4.824089281345196,0.010148024228341523,0.010148024228341523,3.072212182059572e-05
81,4.800470469211951,0.009863681419262553,0.009863681419262553,3.099988649474223e-05
82,4.777140347925078,0.009589229827328809,0.009589229827328809,3.126995486243375e-05
83,4.754092263726995,0.009324255055812001,0.009324255055812001,3.153248958798134e-05
84,4.7313195260723235,0.009068364258625573,0.009068364258625573,3.178765387091181e-05
85,4.708815446273784,0.008821185131093659,0.008821185131093659,3.203561090726065e-05
86,4.686572765152565,0.00858236062473353,0.00858236062473353,3.227652467500932e-05
87,4.66458459260386,0.008351554934195725,0.008351554934195725,3.251055765005025e-05
88,4.64284292973572,0.00812844235731753,0.00812844235731753,3.273787338292336e-05
89,4.621340087819407,0.007912716819538949,0.007912716819538949,3.295863322524064e-05
90,4.600068341693693,0.0077040885636067,0.0077040885636067,3.317299669515425e-05
91,4.5790189793753076,0.007502277016264485,0.007502277016264485,3.338112329182602e-05
92,4.558183395656029,0.007307018089135604,0.007307018089135604,3.358316969173432e-05
93,4.537551852038998,0.007118055863087937,0.007118055863087937,3.377929202382669e-05
94,4.517114675236034,0.00693515068332364,0.00693515068332364,3.396964288542404e-05
95,4.49686140515158,0.0067580727947780615,0.0067580727947780615,3.415437308619473e-05
96,4.4767804355070115,0.006586601152068202,0.006586601152068202,3.433363169179237e-05
97,4.456858911644273,0.006420523581101504,0.006420523581101504,3.450756571690428e-05
98,4.437082928906717,0.006259639193840063,0.006259639193840063,3.467631902111623e-05
99,4.417437132581634,0.006103757143908558,0.006103757143908558,3.484003249120949e-05
100,4.397903532724712,0.00595269195511032,0.00595269195511032,3.499884544105864e-05
101,4.378461667471984,0.00580626834604903,0.00580626834604903,3.5152893657126135e-05
102,4.359087441619288,0.005664318581400381,0.005664318581400381,3.530231027553361e-05
103,4.339751729896374,0.005526682758482064,0.005526682758482064,3.544722518242906e-05
104,4.320417393218496,0.005393202186102428,0.005393202186102428,3.558776811436666e-05
105,4.301037194857924,0.005263728142181051,0.005263728142181051,3.572406434544206e-05
106,4.2815472978076405,0.0051381168492108656,0.0051381168492108656,3.5856236997429775e-05
107,4.261857459100921,0.005016234130401267,0.005016234130401267,3.598440474194045e-05
108,4.241826092240947,0.00489794750636475,0.00489794750636475,3.610868522615273e-05
109,4.221200169886433,0.004783129248446288,0.004783129248446288,3.622919361679992e-05
110,4.199369549850869,0.004671666112892418,0.004671666112892418,3.634603496608832e-05
111,4.179212123747898,0.004578847198185621,0.004578847198185621,3.6434970660809254e-05
112,4.170070161934197,0.00452611235694398,0.00452611235694398,3.646159044733062e-05
113,4.163973464134082,0.004484470838555348,0.004484470838555348,3.647375244932155e-05
114,4.158554293390939,0.004445814065628174,0.004445814065628174,3.648316577038064e-05
115,4.1532814277557835,0.004408247589197708,0.004408247589197708,3.6492061387257394e-05
116,4.148058823494674,0.004371404932620175,0.004371404932620175,3.65007786305044e-05
117,4.142872468316266,0.004335217810429677,0.004335217810429677,3.650936258987366e-05
118,4.137719378811975,0.0042996600467312875,0.0042996600467312875,3.65178241656871e-05
119,4.132598081588367,0.004264712222816983,0.004264712222816983,3.6526169755390316e-05
120,4.12750785566009,0.004230357965847686,0.004230357965847686,3.653440410767955e-05
