,count,mean,std,min,25%,50%,75%,max
final_expected_J,54.0,0.012747154215192836,0.011022718558378478,0.0023671107568925764,0.003226007113537087,0.006739189000692588,0.022284675407949768,0.03407004454126844
final_optimality_gap,54.0,0.012747154215192836,0.011022718558378478,0.0023671107568925764,0.003226007113537087,0.006739189000692588,0.022284675407949768,0.03407004454126844
final_regret,54.0,0.010083152195262814,0.00561136742089341,0.004478602879311667,0.005669335830333848,0.007356180191811763,0.0131109035242606,0.022314171226774503
final_entropy,54.0,4.293406416991216,0.9554285249870869,3.150200389889301,3.4033266840092815,3.961770656067884,5.376863928287397,5.744675067523304
final_infeasible_mass,54.0,0.0002851282898861406,0.00031860534432895095,1.5826460735099345e-05,7.030794363300133e-05,0.00016605105987122187,0.00035895222757849116,0.0013187399382652127
mean_stability_tv,54.0,0.03396097487794997,0.003947191725531051,0.0275450759712381,0.030022655169649373,0.03526679295594286,0.03753450074319773,0.03922560344747808
